agent_code,year_month_date,predicted,is_predicted_nill,performance_category
04cd94ce,2024-01-01,0,No,High
04cd94ce,2024-02-01,0,No,Low
04cd94ce,2024-03-01,0,No,Medium
04cd94ce,2024-04-01,0,No,Medium
04cd94ce,2024-05-01,0,No,High
04cd94ce,2024-06-01,0,No,Low
04cd94ce,2024-07-01,0,No,High
04cd94ce,2024-08-01,0,No,High
04f897f5,2023-01-01,0,No,Low
04f897f5,2023-02-01,0,No,High
04f897f5,2023-03-01,0,No,Low
04f897f5,2023-04-01,0,No,Low
04f897f5,2023-05-01,0,No,Medium
04f897f5,2023-06-01,0,No,Low
04f897f5,2023-07-01,0,No,Medium
04f897f5,2023-08-01,0,No,Low
04f897f5,2023-09-01,0,No,Medium
04f897f5,2023-10-01,0,No,High
04f897f5,2023-11-01,0,No,Low
04f897f5,2023-12-01,0,No,Low
04f897f5,2024-01-01,0,No,Medium
04f897f5,2024-02-01,0,No,High
04f897f5,2024-03-01,0,No,Medium
04f897f5,2024-04-01,0,No,High
04f897f5,2024-05-01,0,No,Medium
04f897f5,2024-06-01,0,No,Low
04f897f5,2024-07-01,0,No,Medium
04f897f5,2024-08-01,0,No,Low
0522b331,2023-01-01,0,No,High
0522b331,2023-02-01,0,No,Medium
0522b331,2023-03-01,0,No,Medium
0522b331,2023-04-01,0,No,Medium
0522b331,2023-05-01,0,No,Low
0522b331,2023-06-01,0,No,High
0522b331,2023-07-01,0,No,Medium
0522b331,2023-08-01,0,No,High
0522b331,2023-09-01,0,No,Medium
0522b331,2023-10-01,0,No,Low
0522b331,2023-11-01,0,No,Medium
0522b331,2023-12-01,0,No,Low
0522b331,2024-01-01,0,No,Medium
0522b331,2024-02-01,0,No,High
0522b331,2024-03-01,0,No,Medium
0522b331,2024-04-01,0,No,Low
0522b331,2024-05-01,0,No,Low
0522b331,2024-06-01,0,No,Low
0522b331,2024-07-01,0,No,High
0522b331,2024-08-01,0,No,Low
05339eaf,2024-01-01,0,No,Low
05339eaf,2024-02-01,0,No,Low
05339eaf,2024-03-01,0,No,Medium
05339eaf,2024-04-01,0,No,Low
05339eaf,2024-05-01,0,No,High
05339eaf,2024-06-01,0,No,Low
05339eaf,2024-07-01,0,No,High
05339eaf,2024-08-01,0,No,Medium
057dd1b3,2023-01-01,0,No,Low
057dd1b3,2023-02-01,0,No,Low
057dd1b3,2023-03-01,0,No,Medium
057dd1b3,2023-04-01,0,No,High
057dd1b3,2023-05-01,0,No,Low
057dd1b3,2023-06-01,0,No,Medium
057dd1b3,2023-07-01,0,No,Low
057dd1b3,2023-08-01,0,No,Medium
057dd1b3,2023-09-01,0,No,Medium
057dd1b3,2023-10-01,0,No,Medium
057dd1b3,2023-11-01,0,No,Low
057dd1b3,2023-12-01,0,No,Low
057dd1b3,2024-01-01,0,No,Low
057dd1b3,2024-02-01,0,No,Low
057dd1b3,2024-03-01,0,No,High
057dd1b3,2024-04-01,0,No,Low
057dd1b3,2024-05-01,0,No,Low
057dd1b3,2024-06-01,0,No,High
057dd1b3,2024-07-01,0,No,Medium
057dd1b3,2024-08-01,0,No,High
0599fb2d,2023-01-01,0,No,Low
0599fb2d,2023-02-01,0,No,High
0599fb2d,2023-03-01,0,No,High
0599fb2d,2023-04-01,0,No,High
0599fb2d,2023-05-01,0,No,High
0599fb2d,2023-06-01,0,No,High
0599fb2d,2023-07-01,0,No,Medium
0599fb2d,2023-08-01,0,No,High
0599fb2d,2023-09-01,0,No,High
0599fb2d,2023-10-01,0,No,Low
0599fb2d,2023-11-01,0,No,High
0599fb2d,2023-12-01,0,No,Low
0599fb2d,2024-01-01,0,No,Low
0599fb2d,2024-02-01,0,No,Low
0599fb2d,2024-03-01,0,No,Medium
0599fb2d,2024-04-01,0,No,High
0599fb2d,2024-05-01,0,No,Low
0599fb2d,2024-06-01,0,No,Medium
0599fb2d,2024-07-01,0,No,Medium
0599fb2d,2024-08-01,0,No,High
05cb3b30,2023-04-01,0,No,Low
05cb3b30,2023-05-01,0,No,High
05cb3b30,2023-06-01,0,No,Medium
05cb3b30,2023-07-01,0,No,Medium
05cb3b30,2023-08-01,0,No,High
05cb3b30,2023-09-01,0,No,High
05cb3b30,2023-10-01,0,No,Medium
05cb3b30,2023-11-01,0,No,Low
05cb3b30,2023-12-01,0,No,Low
05cb3b30,2024-01-01,0,No,Medium
05cb3b30,2024-02-01,0,No,Medium
05cb3b30,2024-03-01,0,No,Medium
05cb3b30,2024-04-01,0,No,Low
05cb3b30,2024-05-01,0,No,Medium
05cb3b30,2024-06-01,0,No,Low
05cb3b30,2024-07-01,0,No,Low
05cb3b30,2024-08-01,0,No,High
068c4b6c,2023-01-01,0,No,Low
068c4b6c,2023-02-01,0,No,Medium
068c4b6c,2023-03-01,0,No,Low
068c4b6c,2023-04-01,0,No,Low
068c4b6c,2023-05-01,0,No,Low
068c4b6c,2023-06-01,0,No,Medium
068c4b6c,2023-07-01,0,No,Medium
068c4b6c,2023-08-01,0,No,Low
068c4b6c,2023-09-01,0,No,Medium
068c4b6c,2023-10-01,0,No,High
068c4b6c,2023-11-01,0,No,Medium
068c4b6c,2023-12-01,0,No,Medium
068c4b6c,2024-01-01,0,No,Low
068c4b6c,2024-02-01,0,No,High
068c4b6c,2024-03-01,0,No,High
068c4b6c,2024-04-01,0,No,Medium
068c4b6c,2024-05-01,0,No,Medium
068c4b6c,2024-06-01,0,No,High
068c4b6c,2024-07-01,0,No,Medium
068c4b6c,2024-08-01,0,No,Low
06acbf85,2023-01-01,0,No,High
06acbf85,2023-02-01,0,No,Medium
06acbf85,2023-03-01,0,No,Low
06acbf85,2023-04-01,0,No,High
06acbf85,2023-05-01,0,No,Medium
06acbf85,2023-06-01,0,No,Medium
06acbf85,2023-07-01,0,No,Low
06acbf85,2023-08-01,0,No,Medium
06acbf85,2023-09-01,0,No,Low
06acbf85,2023-10-01,0,No,Low
06acbf85,2023-11-01,0,No,Medium
06acbf85,2023-12-01,0,No,Medium
06acbf85,2024-01-01,0,No,Medium
06acbf85,2024-02-01,0,No,High
06acbf85,2024-03-01,0,No,Low
06acbf85,2024-04-01,0,No,Medium
06acbf85,2024-05-01,0,No,Medium
06acbf85,2024-06-01,0,No,Low
06acbf85,2024-07-01,0,No,Low
06acbf85,2024-08-01,0,No,Medium
06dfa6a3,2023-01-01,0,No,Medium
06dfa6a3,2023-02-01,0,No,High
06dfa6a3,2023-03-01,0,No,High
06dfa6a3,2023-04-01,0,No,Medium
06dfa6a3,2023-05-01,0,No,High
06dfa6a3,2023-06-01,0,No,High
06dfa6a3,2023-07-01,0,No,Medium
06dfa6a3,2023-08-01,0,No,Medium
06dfa6a3,2023-09-01,0,No,Medium
06dfa6a3,2023-10-01,0,No,High
06dfa6a3,2023-11-01,0,No,High
06dfa6a3,2023-12-01,0,No,Medium
06dfa6a3,2024-01-01,0,No,Medium
06dfa6a3,2024-02-01,0,No,High
06dfa6a3,2024-03-01,0,No,Medium
06dfa6a3,2024-04-01,0,No,Medium
06dfa6a3,2024-05-01,0,No,Low
06dfa6a3,2024-06-01,0,No,High
06dfa6a3,2024-07-01,0,No,Low
06dfa6a3,2024-08-01,0,No,High
071a8882,2023-01-01,0,No,Low
071a8882,2023-02-01,0,No,Low
071a8882,2023-03-01,0,No,High
071a8882,2023-04-01,0,No,Medium
071a8882,2023-05-01,0,No,Low
071a8882,2023-06-01,0,No,High
071a8882,2023-07-01,0,No,Low
071a8882,2023-08-01,0,No,Low
071a8882,2023-09-01,0,No,High
071a8882,2023-10-01,0,No,Low
071a8882,2023-11-01,0,No,High
071a8882,2023-12-01,0,No,High
071a8882,2024-01-01,0,No,High
071a8882,2024-02-01,0,No,Medium
071a8882,2024-03-01,0,No,Medium
071a8882,2024-04-01,0,No,Medium
071a8882,2024-05-01,0,No,High
071a8882,2024-06-01,0,No,Medium
071a8882,2024-07-01,0,No,Medium
071a8882,2024-08-01,0,No,High
071c1880,2023-01-01,0,No,Low
071c1880,2023-02-01,0,No,Low
071c1880,2023-03-01,0,No,Low
071c1880,2023-04-01,0,No,High
071c1880,2023-05-01,0,No,Low
071c1880,2023-06-01,0,No,Low
071c1880,2023-07-01,0,No,Medium
071c1880,2023-08-01,0,No,High
071c1880,2023-09-01,0,No,High
071c1880,2023-10-01,0,No,Low
071c1880,2023-11-01,0,No,Low
071c1880,2023-12-01,0,No,Low
071c1880,2024-01-01,0,No,Medium
071c1880,2024-02-01,0,No,Medium
071c1880,2024-03-01,0,No,Medium
071c1880,2024-04-01,0,No,Medium
071c1880,2024-05-01,0,No,High
071c1880,2024-06-01,0,No,Low
071c1880,2024-07-01,0,No,High
071c1880,2024-08-01,0,No,Medium
084c02de,2023-01-01,0,No,Medium
084c02de,2023-02-01,0,No,Low
084c02de,2023-03-01,0,No,Low
084c02de,2023-04-01,0,No,Low
084c02de,2023-05-01,0,No,Medium
084c02de,2023-06-01,0,No,High
084c02de,2023-07-01,0,No,High
084c02de,2023-08-01,0,No,Low
084c02de,2023-09-01,0,No,High
084c02de,2023-10-01,0,No,Low
084c02de,2023-11-01,0,No,High
084c02de,2023-12-01,0,No,High
084c02de,2024-01-01,0,No,Medium
084c02de,2024-02-01,0,No,Medium
084c02de,2024-03-01,0,No,Medium
084c02de,2024-04-01,0,No,Medium
084c02de,2024-05-01,0,No,High
084c02de,2024-06-01,0,No,Medium
084c02de,2024-07-01,0,No,High
084c02de,2024-08-01,0,No,Medium
0879757d,2023-01-01,0,No,High
0879757d,2023-02-01,0,No,Low
0879757d,2023-03-01,0,No,Medium
0879757d,2023-04-01,0,No,Medium
0879757d,2023-05-01,0,No,Low
0879757d,2023-06-01,0,No,Low
0879757d,2023-07-01,0,No,Low
0879757d,2023-08-01,0,No,High
0879757d,2023-09-01,0,No,High
0879757d,2023-10-01,0,No,Medium
0879757d,2023-11-01,0,No,Low
0879757d,2023-12-01,0,No,Low
0879757d,2024-01-01,0,No,Medium
0879757d,2024-02-01,0,No,Medium
0879757d,2024-03-01,0,No,Low
0879757d,2024-04-01,0,No,High
0879757d,2024-05-01,0,No,Medium
0879757d,2024-06-01,0,No,High
0879757d,2024-07-01,0,No,High
0879757d,2024-08-01,0,No,High
087ef587,2023-01-01,0,No,Medium
087ef587,2023-02-01,0,No,Medium
087ef587,2023-03-01,0,No,High
087ef587,2023-04-01,0,No,Low
087ef587,2023-05-01,0,No,Medium
087ef587,2023-06-01,0,No,Low
087ef587,2023-07-01,0,No,Low
087ef587,2023-08-01,0,No,High
087ef587,2023-09-01,0,No,High
087ef587,2023-10-01,0,No,Medium
087ef587,2023-11-01,0,No,Medium
087ef587,2023-12-01,0,No,Medium
087ef587,2024-01-01,0,No,High
087ef587,2024-02-01,0,No,Low
087ef587,2024-03-01,0,No,High
087ef587,2024-04-01,0,No,Medium
087ef587,2024-05-01,0,No,Medium
087ef587,2024-06-01,0,No,Medium
087ef587,2024-07-01,0,No,Medium
087ef587,2024-08-01,0,No,High
08a278cd,2023-09-01,0,No,Low
08a278cd,2023-10-01,0,No,Low
08a278cd,2023-11-01,0,No,High
08a278cd,2023-12-01,0,No,Medium
08a278cd,2024-01-01,0,No,Low
08a278cd,2024-02-01,0,No,High
08a278cd,2024-03-01,0,No,Low
08a278cd,2024-04-01,0,No,Low
08a278cd,2024-05-01,0,No,High
08a278cd,2024-06-01,0,No,High
08a278cd,2024-07-01,0,No,High
08a278cd,2024-08-01,0,No,Medium
08d93405,2023-01-01,0,No,Medium
08d93405,2023-02-01,0,No,Medium
08d93405,2023-03-01,0,No,Low
08d93405,2023-04-01,0,No,High
08d93405,2023-05-01,0,No,High
08d93405,2023-06-01,0,No,Low
08d93405,2023-07-01,0,No,High
08d93405,2023-08-01,0,No,Low
08d93405,2023-09-01,0,No,Medium
08d93405,2023-10-01,0,No,Medium
08d93405,2023-11-01,0,No,High
08d93405,2023-12-01,0,No,Low
08d93405,2024-01-01,0,No,Medium
08d93405,2024-02-01,0,No,Medium
08d93405,2024-03-01,0,No,Medium
08d93405,2024-04-01,0,No,High
08d93405,2024-05-01,0,No,Medium
08d93405,2024-06-01,0,No,High
08d93405,2024-07-01,0,No,Low
08d93405,2024-08-01,0,No,Medium
08dd9dac,2023-01-01,0,No,Low
08dd9dac,2023-02-01,0,No,High
08dd9dac,2023-03-01,0,No,Medium
08dd9dac,2023-04-01,0,No,Medium
08dd9dac,2023-05-01,0,No,Low
08dd9dac,2023-06-01,0,No,High
08dd9dac,2023-07-01,0,No,High
08dd9dac,2023-08-01,0,No,High
08dd9dac,2023-09-01,0,No,Low
08dd9dac,2023-10-01,0,No,Medium
08dd9dac,2023-11-01,0,No,High
08dd9dac,2023-12-01,0,No,Medium
08dd9dac,2024-01-01,0,No,Medium
08dd9dac,2024-02-01,0,No,High
08dd9dac,2024-03-01,0,No,High
08dd9dac,2024-04-01,0,No,Medium
08dd9dac,2024-05-01,0,No,Low
08dd9dac,2024-06-01,0,No,Medium
08dd9dac,2024-07-01,0,No,Medium
08dd9dac,2024-08-01,0,No,High
096ab135,2023-01-01,0,No,Low
096ab135,2023-02-01,0,No,High
096ab135,2023-03-01,0,No,High
096ab135,2023-04-01,0,No,Medium
096ab135,2023-05-01,0,No,Low
096ab135,2023-06-01,0,No,Medium
096ab135,2023-07-01,0,No,Medium
096ab135,2023-08-01,0,No,Low
096ab135,2023-09-01,0,No,Low
096ab135,2023-10-01,0,No,High
096ab135,2023-11-01,0,No,Medium
096ab135,2023-12-01,0,No,Medium
096ab135,2024-01-01,0,No,Medium
096ab135,2024-02-01,0,No,Medium
096ab135,2024-03-01,0,No,High
096ab135,2024-04-01,0,No,Medium
096ab135,2024-05-01,0,No,Medium
096ab135,2024-06-01,0,No,Medium
096ab135,2024-07-01,0,No,Medium
096ab135,2024-08-01,0,No,Low
09b8e785,2023-01-01,0,No,High
09b8e785,2023-02-01,0,No,Medium
09b8e785,2023-03-01,0,No,High
09b8e785,2023-04-01,0,No,High
09b8e785,2023-05-01,0,No,Medium
09b8e785,2023-06-01,0,No,Low
09b8e785,2023-07-01,0,No,Low
09b8e785,2023-08-01,0,No,Medium
09b8e785,2023-09-01,0,No,High
09b8e785,2023-10-01,0,No,Medium
09b8e785,2023-11-01,0,No,Low
09b8e785,2023-12-01,0,No,Low
09b8e785,2024-01-01,0,No,Medium
09b8e785,2024-02-01,0,No,Medium
09b8e785,2024-03-01,0,No,Medium
09b8e785,2024-04-01,0,No,Medium
09b8e785,2024-05-01,0,No,Medium
09b8e785,2024-06-01,0,No,Low
